customer_id,customer_segment,total_transactions,successful_transactions,failed_transactions,average_transaction_value,lifetime_value,preferred_payment_method,previous_recovery_successes,previous_recovery_failures
C0792,RISKY,17,10,7,5213.2,52132.0,WALLET,2,5
C0793,NORMAL,10,8,2,3862.46,30899.68,CARD,1,1
C0794,RELIABLE,19,17,2,8892.53,151173.01,UPI,1,1
C0795,NORMAL,24,19,5,2834.96,53864.24,NETBANKING,3,2
C0796,NORMAL,22,17,5,5050.79,85863.43,UPI,3,2
C0797,RELIABLE,9,8,1,4482.73,35861.84,CARD,0,1
C0798,NORMAL,30,24,6,5664.74,135953.76,UPI,3,3
C0799,RISKY,30,18,12,7277.02,130986.36,WALLET,4,8
C0800,NORMAL,20,16,4,3768.32,60293.12,NETBANKING,2,2
C0801,NORMAL,10,8,2,747.6,5980.8,CARD,1,1
C0802,RELIABLE,30,27,3,7896.11,213194.97,UPI,2,1
C0803,RISKY,20,12,8,5529.61,66355.32,CARD,2,6
C0804,RISKY,8,4,4,2854.64,11418.56,CARD,1,3
C0805,RELIABLE,30,27,3,9213.97,248777.19,UPI,2,1
C0806,NORMAL,12,9,3,5969.08,53721.72,WALLET,1,2
C0807,NORMAL,10,8,2,2172.95,17383.6,NETBANKING,1,1
C0808,RISKY,27,16,11,3908.44,62535.04,UPI,3,8
C0809,NORMAL,16,12,4,9501.81,114021.72,CARD,2,2
C0810,NORMAL,11,8,3,8448.62,67588.96,WALLET,1,2
C0811,NORMAL,10,8,2,5159.15,41273.2,UPI,1,1
C0812,RELIABLE,24,22,2,2578.68,56730.96,WALLET,1,1
C0813,RELIABLE,24,22,2,2413.91,53106.02,CARD,1,1
C0814,NORMAL,10,8,2,9228.42,73827.36,NETBANKING,1,1
C0815,RELIABLE,9,8,1,6072.79,48582.32,CARD,0,1
C0816,NORMAL,21,16,5,8676.36,138821.76,UPI,3,2
C0817,NORMAL,26,20,6,4258.16,85163.2,UPI,3,3
C0818,NORMAL,15,12,3,1796.29,21555.48,CARD,1,2
C0819,NORMAL,18,14,4,8022.5,112315.0,WALLET,2,2
C0820,NORMAL,10,8,2,7218.24,57745.92,NETBANKING,1,1
C0821,RELIABLE,23,21,2,8237.32,172983.72,WALLET,1,1
C0822,NORMAL,27,21,6,3297.91,69256.11,CARD,3,3
C0823,NORMAL,27,21,6,9512.63,199765.23,WALLET,3,3
C0824,RISKY,29,17,12,9669.25,164377.25,UPI,4,8
C0825,RELIABLE,15,13,2,9249.86,120248.18,CARD,1,1
C0826,NORMAL,8,6,2,9398.53,56391.18,CARD,1,1
C0827,NORMAL,7,5,2,2760.96,13804.8,NETBANKING,1,1
C0828,RELIABLE,7,6,1,8305.79,49834.74,NETBANKING,0,1
C0829,NORMAL,13,10,3,2492.0,24920.0,UPI,1,2
C0830,NORMAL,30,24,6,1526.33,36631.92,UPI,3,3
C0831,RELIABLE,19,17,2,7459.55,126812.35,CARD,1,1
C0832,RISKY,20,12,8,8876.82,106521.84,NETBANKING,2,6
C0833,NORMAL,8,6,2,8373.67,50242.02,CARD,1,1
C0834,RELIABLE,7,6,1,8092.35,48554.1,UPI,0,1
C0835,RELIABLE,15,13,2,2980.71,38749.23,UPI,1,1
C0836,RELIABLE,10,9,1,8935.35,80418.15,CARD,0,1
C0837,NORMAL,22,17,5,9447.42,160606.14,UPI,3,2
C0838,NORMAL,24,19,5,8985.65,170727.35,UPI,3,2
C0839,NORMAL,25,20,5,2067.47,41349.4,WALLET,3,2
C0840,RELIABLE,8,7,1,3645.4,25517.8,CARD,0,1
C0841,NORMAL,22,17,5,7359.36,125109.12,NETBANKING,3,2
C0842,NORMAL,14,11,3,2756.71,30323.81,UPI,1,2
C0843,NORMAL,22,17,5,8478.62,144136.54,CARD,3,2
C0844,RELIABLE,5,4,1,4562.26,18249.04,NETBANKING,0,1
C0845,RISKY,25,15,10,6202.05,93030.75,CARD,3,7
C0846,RELIABLE,11,10,1,2122.91,21229.1,NETBANKING,0,1
C0847,RISKY,20,12,8,8515.81,102189.72,NETBANKING,2,6
C0848,NORMAL,20,16,4,5146.42,82342.72,NETBANKING,2,2
C0849,RELIABLE,22,20,2,4181.51,83630.2,NETBANKING,1,1
C0850,RISKY,16,9,7,2272.54,20452.86,UPI,2,5
C0851,RELIABLE,19,17,2,3002.31,51039.27,NETBANKING,1,1
C0852,NORMAL,9,7,2,7646.23,53523.61,UPI,1,1
C0853,RELIABLE,16,14,2,8177.71,114487.94,WALLET,1,1
C0854,RISKY,23,13,10,2661.37,34597.81,UPI,3,7
C0855,RISKY,21,12,9,4477.0,53724.0,WALLET,3,6
C0856,NORMAL,12,9,3,5024.49,45220.41,UPI,1,2
C0857,NORMAL,27,21,6,829.92,17428.32,CARD,3,3
C0858,RELIABLE,29,26,3,4765.88,123912.88,CARD,2,1
C0859,RISKY,30,18,12,2330.9,41956.2,UPI,4,8
C0860,NORMAL,26,20,6,4636.24,92724.8,CARD,3,3
C0861,RISKY,13,7,6,3537.62,24763.34,UPI,2,4
C0862,RELIABLE,22,20,2,4274.87,85497.4,NETBANKING,1,1
C0863,RISKY,21,12,9,4852.49,58229.88,UPI,3,6
C0864,NORMAL,24,19,5,6081.97,115557.43,WALLET,3,2
C0865,RELIABLE,9,8,1,1907.9,15263.2,UPI,0,1
C0866,RISKY,23,13,10,7905.67,102773.71,NETBANKING,3,7
C0867,RISKY,16,9,7,8839.99,79559.91,NETBANKING,2,5
C0868,NORMAL,20,16,4,5934.22,94947.52,WALLET,2,2
C0869,RELIABLE,13,11,2,4328.25,47610.75,WALLET,1,1
C0870,RELIABLE,15,13,2,7059.88,91778.44,UPI,1,1
C0871,NORMAL,13,10,3,9021.8,90218.0,UPI,1,2
C0872,NORMAL,30,24,6,3379.02,81096.48,NETBANKING,3,3
C0873,RISKY,27,16,11,7006.09,112097.44,CARD,3,8
C0874,RELIABLE,28,25,3,4709.55,117738.75,NETBANKING,2,1
C0875,RELIABLE,18,16,2,6247.3,99956.8,UPI,1,1
C0876,RELIABLE,11,10,1,9177.61,91776.1,WALLET,0,1
C0877,NORMAL,29,23,6,5406.76,124355.48,NETBANKING,3,3
C0878,RISKY,21,12,9,8019.16,96229.92,UPI,3,6
C0879,NORMAL,21,16,5,4332.16,69314.56,UPI,3,2
C0880,RELIABLE,11,10,1,8451.28,84512.8,CARD,0,1
C0881,RELIABLE,6,5,1,9221.3,46106.5,CARD,0,1
C0882,RELIABLE,19,17,2,5298.7,90077.9,UPI,1,1
C0883,NORMAL,12,9,3,4038.43,36345.87,WALLET,1,2
C0884,RELIABLE,20,18,2,6075.36,109356.48,NETBANKING,1,1
C0885,NORMAL,13,10,3,7615.13,76151.3,UPI,1,2
C0886,RELIABLE,17,15,2,971.68,14575.2,CARD,1,1
C0887,RISKY,25,15,10,2638.56,39578.4,CARD,3,7
C0888,RELIABLE,18,16,2,5376.17,86018.72,UPI,1,1
C0889,NORMAL,9,7,2,6650.03,46550.21,UPI,1,1
C0890,RELIABLE,24,22,2,8148.31,179262.82,NETBANKING,1,1
C0891,NORMAL,27,21,6,6606.03,138726.63,WALLET,3,3
C0892,RISKY,16,9,7,4860.48,43744.32,CARD,2,5
C0893,NORMAL,26,20,6,5446.06,108921.2,WALLET,3,3
C0894,NORMAL,5,4,1,5359.38,21437.52,NETBANKING,0,1
C0895,NORMAL,24,19,5,6285.98,119433.62,NETBANKING,3,2
C0896,NORMAL,20,16,4,1106.45,17703.2,NETBANKING,2,2
C0897,NORMAL,13,10,3,2980.9,29809.0,NETBANKING,1,2
C0898,RELIABLE,21,19,2,7772.01,147668.19,UPI,1,1
C0899,RISKY,30,18,12,8195.28,147515.04,WALLET,4,8
C0900,NORMAL,26,20,6,1829.33,36586.6,UPI,3,3
C0901,NORMAL,14,11,3,2964.55,32610.05,WALLET,1,2
C0902,NORMAL,28,22,6,835.53,18381.66,CARD,3,3
C0903,NORMAL,27,21,6,2612.45,54861.45,WALLET,3,3
C0904,RISKY,26,15,11,3905.72,58585.8,NETBANKING,3,8
C0905,RISKY,26,15,11,8826.7,132400.5,CARD,3,8
C0906,RELIABLE,20,18,2,1715.47,30878.46,NETBANKING,1,1
C0907,NORMAL,22,17,5,7747.72,131711.24,CARD,3,2
C0908,RISKY,15,9,6,6717.13,60454.17,CARD,2,4
C0909,NORMAL,28,22,6,8778.61,193129.42,WALLET,3,3
C0910,NORMAL,15,12,3,4030.98,48371.76,NETBANKING,1,2
C0911,NORMAL,8,6,2,4970.1,29820.6,UPI,1,1
C0912,NORMAL,11,8,3,5254.54,42036.32,WALLET,1,2
C0913,NORMAL,18,14,4,1013.59,14190.26,CARD,2,2
C0914,RELIABLE,11,10,1,3755.36,37553.6,WALLET,0,1
C0915,RELIABLE,27,24,3,2213.39,53121.36,UPI,2,1
C0916,NORMAL,25,20,5,9873.08,197461.6,NETBANKING,3,2
C0917,NORMAL,5,4,1,4794.51,19178.04,CARD,0,1
C0918,NORMAL,10,8,2,5974.65,47797.2,CARD,1,1
C0919,NORMAL,29,23,6,7907.65,181875.95,CARD,3,3
C0920,NORMAL,25,20,5,4579.39,91587.8,WALLET,3,2
C0921,RISKY,17,10,7,544.36,5443.6,CARD,2,5
C0922,NORMAL,5,4,1,8974.06,35896.24,CARD,0,1
C0923,RELIABLE,5,4,1,6453.53,25814.12,CARD,0,1
C0924,RELIABLE,16,14,2,3464.88,48508.32,UPI,1,1
C0925,NORMAL,23,18,5,3408.09,61345.62,UPI,3,2
C0926,RISKY,14,8,6,9510.4,76083.2,WALLET,2,4
C0927,NORMAL,24,19,5,5479.12,104103.28,WALLET,3,2
C0928,RISKY,9,5,4,3755.96,18779.8,WALLET,1,3
C0929,NORMAL,11,8,3,2066.39,16531.12,WALLET,1,2
C0930,RELIABLE,12,11,1,7408.1,81489.1,CARD,0,1
C0931,RELIABLE,5,4,1,6102.08,24408.32,CARD,0,1
C0932,RELIABLE,27,24,3,6680.13,160323.12,UPI,2,1
C0933,NORMAL,25,20,5,2930.0,58600.0,UPI,3,2
C0934,NORMAL,6,4,2,6788.71,27154.84,UPI,1,1
C0935,RELIABLE,8,7,1,4459.37,31215.59,WALLET,0,1
C0936,RELIABLE,13,11,2,5006.77,55074.47,CARD,1,1
C0937,RELIABLE,26,23,3,6487.96,149223.08,NETBANKING,2,1
C0938,NORMAL,8,6,2,6793.59,40761.54,NETBANKING,1,1
C0939,NORMAL,27,21,6,1803.05,37864.05,UPI,3,3
C0940,NORMAL,24,19,5,1618.48,30751.12,UPI,3,2
C0941,NORMAL,20,16,4,2387.14,38194.24,CARD,2,2
C0942,NORMAL,21,16,5,9744.64,155914.24,NETBANKING,3,2
C0943,NORMAL,14,11,3,2023.55,22259.05,WALLET,1,2
C0944,RISKY,27,16,11,9364.68,149834.88,NETBANKING,3,8
C0945,RELIABLE,5,4,1,6880.51,27522.04,UPI,0,1
C0946,RISKY,26,15,11,5193.99,77909.85,UPI,3,8
C0947,NORMAL,7,5,2,7373.85,36869.25,UPI,1,1
C0948,RISKY,25,15,10,2696.02,40440.3,NETBANKING,3,7
C0949,RELIABLE,6,5,1,1448.18,7240.9,CARD,0,1
C0950,RISKY,14,8,6,3922.04,31376.32,NETBANKING,2,4
C0951,NORMAL,8,6,2,1402.49,8414.94,UPI,1,1
C0952,RELIABLE,9,8,1,6801.87,54414.96,CARD,0,1
C0953,NORMAL,19,15,4,9573.35,143600.25,NETBANKING,2,2
C0954,RISKY,7,4,3,4039.91,16159.64,NETBANKING,1,2
C0955,RELIABLE,17,15,2,4302.38,64535.7,WALLET,1,1
C0956,RELIABLE,17,15,2,7054.07,105811.05,WALLET,1,1
C0957,NORMAL,25,20,5,8918.18,178363.6,CARD,3,2
C0958,RELIABLE,27,24,3,7400.91,177621.84,CARD,2,1
C0959,RELIABLE,23,21,2,5085.41,106793.61,WALLET,1,1
C0960,RELIABLE,17,15,2,7902.06,118530.9,UPI,1,1
C0961,RISKY,28,16,12,9747.72,155963.52,CARD,4,8
C0962,NORMAL,20,16,4,1572.91,25166.56,WALLET,2,2
C0963,NORMAL,7,5,2,2985.32,14926.6,NETBANKING,1,1
C0964,RELIABLE,26,23,3,5485.77,126172.71,CARD,2,1
C0965,RISKY,26,15,11,8794.86,131922.9,UPI,3,8
C0966,NORMAL,28,22,6,2861.48,62952.56,NETBANKING,3,3
C0967,NORMAL,25,20,5,4156.33,83126.6,UPI,3,2
C0968,RELIABLE,10,9,1,5302.89,47726.01,WALLET,0,1
C0969,RISKY,10,6,4,1211.22,7267.32,WALLET,1,3
C0970,NORMAL,15,12,3,9716.38,116596.56,UPI,1,2
C0971,NORMAL,22,17,5,6611.51,112395.67,WALLET,3,2
C0972,RISKY,7,4,3,4861.4,19445.6,WALLET,1,2
C0973,RELIABLE,20,18,2,4747.15,85448.7,UPI,1,1
C0974,RISKY,28,16,12,6707.04,107312.64,UPI,4,8
C0975,NORMAL,6,4,2,5792.74,23170.96,UPI,1,1
C0976,RISKY,30,18,12,6239.93,112318.74,NETBANKING,4,8
C0977,RISKY,22,13,9,2465.09,32046.17,WALLET,3,6
C0978,RISKY,16,9,7,8340.45,75064.05,CARD,2,5
C0979,RISKY,15,9,6,5821.43,52392.87,WALLET,2,4
C0980,NORMAL,16,12,4,7301.18,87614.16,UPI,2,2
C0981,RELIABLE,26,23,3,2606.6,59951.8,NETBANKING,2,1
C0982,NORMAL,25,20,5,9662.12,193242.4,NETBANKING,3,2
C0983,NORMAL,16,12,4,7169.91,86038.92,UPI,2,2
C0984,RISKY,20,12,8,1834.27,22011.24,WALLET,2,6
C0985,RELIABLE,24,22,2,2361.25,51947.5,UPI,1,1
C0986,RISKY,17,10,7,2548.1,25481.0,CARD,2,5
C0987,NORMAL,8,6,2,7692.92,46157.52,UPI,1,1
C0988,RISKY,26,15,11,6093.71,91405.65,WALLET,3,8
C0989,NORMAL,23,18,5,9583.81,172508.58,CARD,3,2
C0990,RISKY,5,3,2,5538.46,16615.38,UPI,0,2
C0991,NORMAL,18,14,4,8468.75,118562.5,WALLET,2,2
C0992,RISKY,29,17,12,9251.04,157267.68,CARD,4,8
C0993,NORMAL,10,8,2,7439.7,59517.6,CARD,1,1
C0994,RELIABLE,26,23,3,6205.19,142719.37,NETBANKING,2,1
C0995,NORMAL,17,13,4,4477.32,58205.16,CARD,2,2
C0996,RELIABLE,15,13,2,9719.67,126355.71,WALLET,1,1
C0997,RISKY,9,5,4,4421.08,22105.4,NETBANKING,1,3
C0998,RISKY,22,13,9,8676.72,112797.36,CARD,3,6
C0999,RELIABLE,24,22,2,7286.65,160306.3,NETBANKING,1,1
C1000,RISKY,9,5,4,9822.69,49113.45,CARD,1,3
